Gene A,Gene B,Uniprot A,Uniprot B,Symbol A,Symbol B,,,
80231,121260,Q9HAI6,Q8N697,CXorf21,SLC15A4,,,
4673,6166,P55209,Q969Q0,NAP1L1,RPL36AL,,,
9274,6605,Q8WUZ0-2,Q969G3-2,BCL7C,SMARCE1,,,
6867,10193,O75410-2,Q9H4P4,TACC1,RNF41,,,
11045,7991,O00322-2,Q13454-2,UPK1A,TUSC3,,,
3359,79948,P46098-2,Q6T4P5-2,HTR3A,LPPR3,,,
27074,3364,Q9UQV4,O60921,LAMP3,HUS1,,,
57533,51112,Q9P2M4,Q8WVT3,TBC1D14,TTC15,,,
5691,51255,P49720,Q9P0P0,PSMB3,RNF181,,,
246329,23141,Q96MF2-2,Q86XL3,STAC3,ANKLE2,,,
65061,664618,Q96Q40-3,Q58FF6,CDK15,HSP90AB4P,,,
5631,221823,P60891,P21108,PRPS1,PRPS1L1,,,
162461,51741,UNKNOWN,Q9NZC7-2,TMEM92,WWOX,,,
57129,90480,Q9HD33-2,Q8TAE8,MRPL47,GADD45GIP1,,,
8399,8648,O15496,Q15788-2,PLA2G10,NCOA1,,,
55081,3281,Q9NWB7,O75506,IFT57,HSBP1,,,
55763,23233,Q9NV70-2,Q9Y2D4-2,EXOC1,EXOC6B,,,
29920,220134,Q96C36,Q96BD8,PYCR2,SKA1,,,
10618,85365,O43493-2,Q9H553-2,TGOLN2,ALG2,,,
6141,22984,Q07020,Q14690,RPL18,PDCD11,,,
2091,23160,P22087,Q15061,FBL,WDR43,,,
6638,10419,P63162,O14744,SNRPN,PRMT5,,,
4250,9427,Q13296-2,O95672-2,SCGB2A2,ECEL1,,,
55245,84300,Q9NVA1-2,Q9BRT2,UQCC,C6orf125,,,
4055,7314,P36941,P0CG47,LTBR,UBB,,,
81559,23637,Q96F44-2,Q9Y3P9,TRIM11,RABGAP1,,,
23071,374986,Q9BS26,Q8NAN2-2,ERP44,FAM73A,,,
25949,51362,O95926,O60508,SYF2,CDC40,,,
6718,25929,P51857,Q8TEQ6,AKR1D1,GEMIN5,,,
65993,57696,P82930,Q8NHQ9,MRPS34,DDX55,,,
54765,65244,Q96DX7,Q86XZ4,TRIM44,SPATS2,,,
23632,545,Q9ULX7,Q13535,CA14,ATR,,,
8200,5866,P43026,Q8TBN0,GDF5,RAB3IL1,,,
2217,3083,P55899,Q04756,FCGRT,HGFAC,,,
112869,55689,Q96ES7,Q9ULM3,CCDC101,YEATS2,,,
26751,5287,Q96HL8,O00750,SH3YL1,PIK3C2B,,,
54534,51073,Q8N5N7,Q9BYD3-2,MRPL50,MRPL4,,,
160364,9570,Q5QGZ9-1,O14653-2,CLEC12A,GOSR2,,,
590,23022,P06276,Q8WX93-3,BCHE,PALLD,,,
9308,3340,Q01151,P52848,CD83,NDST1,,,
11336,64837,Q6P2E8,Q9H0B6,EXOC3,KLC2,,,
2275,49854,Q13643,Q9ULJ3,FHL3,ZNF295,,,
81889,130507,Q6P587-2,Q6ZT12-4,FAHD1,UBR3,,,
6635,1207,P62304,P54105,SNRPE,CLNS1A,,,
1667,3977,UNKNOWN,P42702,DEFA1,LIFR,,,
5516,9989,P62714,Q8TF05-2,PPP2CB,PPP4R1,,,
6601,6597,Q8TAQ2-2,P51532,SMARCC2,SMARCA4,,,
79600,80776,Q2MV58-4,Q9BPU9,TCTN1,B9D2,,,
64376,57325,Q9H5V7,Q9H8E8-2,IKZF5,CSRP2BP,,,
57511,282809,Q9Y2V7,Q8TC44,COG6,POC1B,,,
79862,9110,Q96BR6,Q9NYA4,ZNF669,MTMR4,,,
2752,29922,P15104,Q9Y5B8-2,GLUL,NME7,,,
4316,85456,P09237,Q9C0C2,MMP7,TNKS1BP1,,,
1198,55119,P49761-1,Q5VTL8,CLK3,PRPF38B,,,
92714,11146,Q8N5I2,Q92990,ARRDC1,GLMN,,,
23382,4795,Q96HN2-2,Q9UBC1-2,AHCYL2,NFKBIL1,,,
6541,5881,P30825,P60763,SLC7A1,RAC3,,,
55800,55839,Q9NY72,Q96H22,SCN3B,CENPN,,,
2132,54902,Q93063-2,Q6DKK2,EXT2,TTC19,,,
25842,4171,Q9Y294,P49736,ASF1A,MCM2,,,
79444,29066,Q96CA5,Q8IWR0,BIRC7,ZC3H7A,,,
7132,545,P19438-2,Q13535,TNFRSF1A,ATR,,,
57142,6253,Q9NQC3-2,O75298-3,RTN4,RTN2,,,
151112,84076,Q8NEG5,Q9H0I9,ZSWIM2,TKTL2,,,
65993,51023,P82930,Q9Y3D5,MRPS34,MRPS18C,,,
705,84946,Q13895,Q96GA3,BYSL,LTV1,,,
3964,26032,O00214,O60279,LGALS8,SUSD5,,,
729250,148398,P86478,Q96NU1-1,PRR20E,SAMD11,,,
58478,64170,Q9UHY7,Q9H257-2,ENOPH1,CARD9,,,
55658,8887,Q9BV68-2,Q86VP1-2,RNF126,TAX1BP1,,,
9689,28969,Q7L1Q6-2,Q9Y6E2,BZW1,BZW2,,,
50674,55249,Q9Y4Z2,Q9H869-2,NEUROG3,YY1AP1,,,
114609,28989,P58753-3,Q9BV86,TIRAP,METTL11A,,,
10900,58513,Q59EK9-3,Q9UBC2,RUNDC3A,EPS15L1,,,
5522,51278,Q9Y2T4-2,Q5VY09,PPP2R2C,IER5,,,
1993,343069,Q12926-2,O60812,ELAVL2,HNRNPCL1,,,
9260,10611,Q9NR12,Q96HC4,PDLIM7,PDLIM5,,,
5516,5519,P62714,P30154-2,PPP2CB,PPP2R1B,,,
23087,55844,Q9UPQ4,Q66LE6,TRIM35,PPP2R2D,,,
11269,2243,Q9UMR2-2,P02671-2,DDX19B,FGA,,,
23016,10767,Q15024,Q9Y450-4,EXOSC7,HBS1L,,,
150684,613,Q8N668,P11274,COMMD1,BCR,,,
196441,124245,O60293,Q86VM9,ZFC3H1,ZC3H18,,,
5354,26127,P60201-2,Q9NVK5-2,PLP1,FGFR1OP2,,,
10947,8546,P53677,O00203,AP3M2,AP3B1,,,
51230,5784,Q9BVI0,Q15678,PHF20,PTPN14,,,
26747,495,Q9UHK0,P20648,NUFIP1,ATP4A,,,
1459,1457,P19784,P68400,CSNK2A2,CSNK2A1,,,
79981,49860,Q8N878,Q9UBG3,FRMD1,CRNN,,,
7289,2794,O75386,P36915,TULP3,GNL1,,,
140290,8028,Q8TDR4,P55197,TCP10L,MLLT10,,,
29984,6710,O00212,P11277-2,RHOD,SPTB,,,
79803,84343,Q86YV9,Q969F9-2,HPS6,HPS3,,,
5705,11016,P62195,P17544-2,PSMC5,ATF7,,,
51105,8932,A8MW92,Q9UBB5,PHF20L1,MBD2,,,
151647,26032,Q96LR4,O60279,FAM19A4,SUSD5,,,
114822,54902,Q8TCX5-2,Q6DKK2,RHPN1,TTC19,,,
53371,9404,Q7Z3B4-2,O60711,NUP54,LPXN,,,
7111,2314,P28289,Q13045,TMOD1,FLII,,,
23038,252983,Q8N5D0-4,Q6ZWJ1,WDTC1,STXBP4,,,
79370,7109,Q9BZR8,P48553,BCL2L14,TRAPPC10,,,
84328,51659,Q8WZA0,Q9Y248,LZIC,GINS2,,,
8851,1020,Q15078,Q00535,CDK5R1,CDK5,,,
84062,55275,Q96EV8-2,Q5VIR6,DTNBP1,VPS53,,,
4240,3693,Q08431-2,P18084,MFGE8,ITGB5,,,
50619,5588,Q9H4E7,Q04759,DEF6,PRKCQ,,,
240,7174,P09917,P29144,ALOX5,TPP2,,,
5931,57597,Q16576,Q9P281,RBBP7,BAHCC1,,,
3958,5243,P17931,P08183,LGALS3,ABCB1,,,
4250,8460,Q13296-2,O60507,SCGB2A2,TPST1,,,
55723,4171,Q9NVP2,P49736,ASF1B,MCM2,,,
10155,654254,Q13263-2,B4DXR9,TRIM28,ZNF732,,,
3383,8874,P05362,Q14155-1,ICAM1,ARHGEF7,,,
58490,79871,Q9NQG5,Q8IXW5-2,RPRD1B,RPAP2,,,
81493,2802,Q9H7C4-2,Q08378-2,SYNC,GOLGA3,,,
58504,79837,Q7Z5H3-2,Q8TBX8,ARHGAP22,PIP4K2C,,,
440145,27229,Q08AG7,Q9UGJ1-2,MZT1,TUBGCP4,,,
5931,8467,Q16576,O60264,RBBP7,SMARCA5,,,
619279,79685,Q6ZNC4,Q9HAJ7,ZNF704,SAP30L,,,
10138,6015,Q8IY57,Q06587-2,YAF2,RING1,,,
11107,57215,Q9NQX1-2,Q96EK4,PRDM5,THAP11,,,
1738,92259,P09622,P82909,DLD,MRPS36,,,
284467,55844,Q7Z5A8-2,Q66LE6,FAM19A3,PPP2R2D,,,
150684,51699,Q8N668,Q9UBQ0-2,COMMD1,VPS29,,,
10228,53407,O43752,Q9P2W9,STX6,STX18,,,
81542,10938,Q9H3N1,Q9H4M9,TMX1,EHD1,,,
54797,23097,Q9BUE0,B4DUB1,MED18,CDK19,,,
56928,5025,Q8TCT7,Q99571,SPPL2B,P2RX4,,,
29886,5447,Q9Y5X2,P16435,SNX8,POR,,,
112869,9913,Q96ES7,O94864-2,CCDC101,SUPT7L,,,
64900,10013,E9PG51,Q9UBN7,LPIN3,HDAC6,,,
5305,22936,P48426,O00472,PIP4K2A,ELL2,,,
169841,57786,Q14929,Q9NYW8,ZNF169,RBAK,,,
974,4763,P40259-2,P21359-2,CD79B,NF1,,,
2520,84809,P01350,Q86T23,GAST,CROCCP2,,,
7040,23071,P01137,Q9BS26,TGFB1,ERP44,,,
8440,26999,O43639,Q96F07-2,NCK2,CYFIP2,,,
551,60491,P01185,Q9GZT8-2,AVP,NIF3L1,,,
7476,79971,O00755,Q5T9L3-2,WNT7A,WLS,,,
8601,10111,B3KSW4,Q92878-2,RGS20,RAD50,,,
11211,79807,Q9ULW2,Q8NEC7,FZD10,GSTCD,,,
3329,51629,P10809,Q9BZJ4-2,HSPD1,SLC25A39,,,
64795,57610,Q9H871,Q6VN20,RMND5A,RANBP10,,,
6635,9716,P62304,O60306,SNRPE,AQR,,,
6635,51362,P62304,O60508,SNRPE,CDC40,,,
719,5771,Q16581,P17706,C3AR1,PTPN2,,,
1173,163,Q96CW1-2,P63010-2,AP2M1,AP2B1,,,
2027,2023,P13929-2,P06733,ENO3,ENO1,,,
55844,55929,Q66LE6,Q9NPF5,PPP2R2D,DMAP1,,,
10140,9337,P50616,Q9UFF9,TOB1,CNOT8,,,
55638,23332,Q9NX95-3,Q7Z460-2,SYBU,CLASP1,,,
122786,7159,Q96NE9-2,Q13625-2,FRMD6,TP53BP2,,,
25932,53405,Q9Y696,Q9NZA1-2,CLIC4,CLIC5,,,
1452,26130,P48729-2,Q14C86-2,CSNK1A1,GAPVD1,,,
124995,51069,Q7Z7H8,Q5T653,MRPL10,MRPL2,,,
81607,26267,Q96NY8,Q9UK96,PVRL4,FBXO10,,,
83607,23499,Q6DCA0,Q96PK2,AMMECR1L,MACF1,,,
3293,653269,P37058,P0CG38,HSD17B3,POTEI,,,
10927,10210,Q9Y657,Q9NS56,SPIN1,TOPORS,,,
23087,55593,Q9UPQ4,Q96G74-2,TRIM35,OTUD5,,,
125893,4820,Q0VGE8,P30414,ZNF816,NKTR,,,
81926,255758,Q96GS6-2,Q8WW35,FAM108A1,TCTEX1D2,,,
151647,9902,Q96LR4,Q9UBG0,FAM19A4,MRC2,,,
161291,79669,Q3MIR4,Q5BVD1-2,TMEM30B,C3orf52,,,
116138,8986,Q9BQ90,O75676-2,KLHDC3,RPS6KA4,,,
161291,5362,Q3MIR4,O75051,TMEM30B,PLXNA2,,,
9685,85439,Q14677-2,Q8WXE9,CLINT1,STON2,,,
64785,8914,Q9BRX5,Q9UNS1-2,GINS3,TIMELESS,,,
5469,55588,Q15648,Q9NX70,MED1,MED29,,,
8829,4957,O14786,Q5BJF6-2,NRP1,ODF2,,,
9217,11276,O95292,Q9UMZ2-3,VAPB,SYNRG,,,
5690,5682,P49721,P25786-2,PSMB2,PSMA1,,,
1857,57216,Q92997,Q9ULK5,DVL3,VANGL2,,,
2115,83931,P50549-2,Q8N2I9,ETV1,STK40,,,
5718,5719,O00232,Q9UNM6-2,PSMD12,PSMD13,,,
5692,5721,P28070,Q9UL46,PSMB4,PSME2,,,
10556,10248,P78346,O75817,RPP30,POP7,,,
2817,9960,P35052,Q9Y6I4,GPC1,USP3,,,
1917,833,Q05639,P49589-2,EEF1A2,CARS,,,
440533,81027,Q9UQ74,Q9H4B7,PSG8,TUBB1,,,
64145,10677,Q9H1K0,O75366-2,ZFYVE20,AVIL,,,
137868,6670,Q08AT0,Q02447-2,SGCZ,SP3,,,
1716,9201,Q16854-2,O15075-2,DGUOK,DCLK1,,,
8200,8710,P43026,O75635,GDF5,SERPINB7,,,
7252,54749,P01222,Q9UM22,TSHB,EPDR1,,,
27074,140609,Q9UQV4,Q8TDX7,LAMP3,NEK7,,,
145264,3912,Q8IW75,P07942,SERPINA12,LAMB1,,,
27329,55297,Q9Y5C1,Q7Z6B0-2,ANGPTL3,CCDC91,,,
1018,1027,Q00526,P46527,CDK3,CDKN1B,,,
409,23168,P32121-3,Q92541,ARRB2,RTF1,,,
348738,56105,Q96LS8,Q9Y5H2-3,C2orf48,PCDHGA11,,,
7923,84869,Q92506,Q8N4T8,HSD17B8,CBR4,,,
6574,51678,Q8WUM9,Q9NZW5,SLC20A1,MPP6,,,
55633,5271,Q9NU19,P50452,TBC1D22B,SERPINB8,,,
373,100287399,P36406,E7EQC9,TRIM23,LOC100287399,,,
1645,6718,Q04828,P51857,AKR1C1,AKR1D1,,,
4702,4714,P51970,O95169,NDUFA8,NDUFB8,,,
23203,6596,Q10713,Q14527-2,PMPCA,HLTF,,,
79171,817,Q9BTD8-2,Q13557-10,RBM42,CAMK2D,,,
6635,9129,P62304,O43395,SNRPE,PRPF3,,,
50674,80264,Q9Y4Z2,Q9H8G1,NEUROG3,ZNF430,,,
944,132001,P32971,B4DIY7,TNFSF8,C3orf31,,,
148066,118987,Q8WWF5,Q8NEN9,ZNRF4,PDZD8,,,
79947,116113,Q86SQ9-2,Q8IVH2,DHDDS,FOXP4,,,
25953,23568,Q8N490-2,Q9Y2Y0-2,PNKD,ARL2BP,,,
126353,9149,Q8IVT2,Q9Y463-2,C19orf21,DYRK1B,,,
23603,9567,Q9ULV4,O00178,CORO1C,GTPBP1,,,
3284,440686,P26439,Q5TEC6,HSD3B2,HIST2H3PS2,,,
9218,5272,Q9P0L0-2,P50453,VAPA,SERPINB9,,,
137886,79058,Q14CS0,Q9BZE9-2,UBXN2B,ASPSCR1,,,
90655,27250,Q8IUE0,Q53EL6,TGIF2LY,PDCD4,,,
23543,55352,O43251-10,Q9NQ92,RBFOX2,C17orf79,,,
11157,51691,P62312,O95777,LSM6,NAA38,,,
388969,23259,Q2NKX9,O94830,C2orf68,DDHD2,,,
83648,55165,Q96KS9,Q53EZ4,FAM167A,CEP55,,,
55857,1809,Q2M2Z5-3,B3SXQ8,PLK1S1,DPYSL3,,,
3065,25925,Q13547,Q96K83,HDAC1,ZNF521,,,
65108,9397,P49006,O60551,MARCKSL1,NMT2,,,
84066,2647,Q5T0J7-2,P78537-2,C1orf49,BLOC1S1,,,
10490,10228,Q9UEU0,O43752,VTI1B,STX6,,,
80310,445582,Q9GZP0-2,Q6S8J3,PDGFD,POTEE,,,
9546,8502,O96018,Q99569-2,APBA3,PKP4,,,
4521,169981,P36639-2,Q5JUX0,NUDT1,SPIN3,,,
4878,254552,P01160,Q8WV74-2,NPPA,NUDT8,,,
80313,3162,Q9C0I9-4,P09601,LRRC27,HMOX1,,,
115399,254042,Q8IYG6,Q6UB28,LRRC56,METAP1D,,,
56157,55571,Q9BXU3,Q9UKZ1,TEX13A,C2orf29,,,
1176,26001,Q92572,Q9H6Y7,AP3S1,RNF167,,,
79917,29882,Q9H6Y5-3,Q9UJX6-2,MAGIX,ANAPC2,,,
8507,23386,E9PFU0,Q8IVD9,ENC1,NUDCD3,,,
93624,6880,Q86TJ2,Q9Y3D8,TADA2B,TAF9,,,
8468,4660,O75344,O60237,FKBP6,PPP1R12B,,,
151647,51768,Q96LR4,Q9NS93,FAM19A4,TM7SF3,,,
220001,7554,Q96DN2,P17098,VWCE,ZNF8,,,
23582,29128,O95273,Q96T88,CCNDBP1,UHRF1,,,
29091,6809,Q8NFX7-2,Q13277-2,STXBP6,STX3,,,
3275,90378,P55345,Q6SPF0,PRMT2,SAMD1,,,
200081,29110,P40222,Q9UHD2,TXLNA,TBK1,,,
8227,5411,Q02040-2,Q9H307,AKAP17A,PNN,,,
163782,7109,Q5T7N3,P48553,KANK4,TRAPPC10,,,
51368,57089,Q9Y6I9,Q9NQZ7,TEX264,ENTPD7,,,
644,57057,P53004,Q9UMR3,BLVRA,TBX20,,,
65061,1890,Q96Q40-3,P19971,CDK15,TYMP,,,
7185,5316,Q13077,P55347-2,TRAF1,PKNOX1,,,
51517,6453,Q9NZQ3-2,Q15811-2,NCKIPSD,ITSN1,,,
127544,7314,Q6ZMZ0,P0CG47,RNF19B,UBB,,,
1756,7402,Q8N754,P46939,DMD,UTRN,,,
25844,23556,Q9GZM5,O95427,YIPF3,PIGN,,,
943,1613,P28908,O43293,TNFRSF8,DAPK3,,,
3142,7089,Q14774,Q04725,HLX,TLE2,,,
55216,5411,Q6ZUT1-2,Q9H307,C11orf57,PNN,,,
6389,23590,P31040,Q5T2R2-2,SDHA,PDSS1,,,
3749,92014,Q03721-2,Q9H1U9,KCNC4,MCART1,,,
8747,7423,Q9UKJ8,P49765-2,ADAM21,VEGFB,,,
23030,9682,F5GX28,O75164,KDM4B,KDM4A,,,
57118,1164,Q8IU85-2,P33552,CAMK1D,CKS2,,,
4081,5087,Q13394,P40424-2,MAB21L1,PBX1,,,
4618,3400,P23409,P47928,MYF6,ID4,,,
83608,25871,Q32NC0,Q6NW34-2,C18orf21,C3orf17,,,
1643,8451,Q92466,Q13619,DDB2,CUL4A,,,
10671,10121,O00399,P61163,DCTN6,ACTR1A,,,
1716,6804,Q16854-2,Q16623-2,DGUOK,STX1A,,,
84307,51282,Q8NF99,P57086,ZNF397,SCAND1,,,
153364,388552,Q68D91,Q6QNY0,MBLAC2,BLOC1S3,,,
60592,29982,Q9UIL1-2,Q96F24,SCOC,NRBF2,,,
146540,57786,A8K8V0-2,Q9NYW8,ZNF785,RBAK,,,
7903,1774,Q92187,P49184,ST8SIA4,DNASE1L1,,,
9218,54812,Q9P0L0-2,Q6ULP2-2,VAPA,AFTPH,,,
65061,29108,Q96Q40-3,Q9ULZ3-2,CDK15,PYCARD,,,
55195,440915,Q9NVL8,Q9BYX7,C14orf105,POTEKP,,,
8402,5502,Q02978,Q13522,SLC25A11,PPP1R1A,,,
3052,1537,P53701,P08574,HCCS,CYC1,,,
65061,11219,Q96Q40-3,Q9BQ50-2,CDK15,TREX2,,,
342527,7534,Q2TAL5-2,P63104,SMTNL2,YWHAZ,,,
3958,79065,P17931,Q7Z3C6-2,LGALS3,ATG9A,,,
6855,92703,P08247,Q8IXX5,SYP,TMEM183A,,,
252884,114821,Q96N95-3,Q6R2W3,ZNF396,SCAND3,,,
60313,22890,Q9HC44,Q9Y2K1-2,GPBP1L1,ZBTB1,,,
8644,6718,P42330,P51857,AKR1C3,AKR1D1,,,
55638,54996,Q9NX95-3,Q969Z3-2,SYBU,MOSC2,,,
100132285,4589,P43631,Q8TAX7,KIR2DS2,MUC7,,,
5305,10768,P48426,O43865,PIP4K2A,AHCYL1,,,
2275,57509,Q13643,Q9ULD2-3,FHL3,MTUS1,,,
25953,57326,Q8N490-2,Q96AQ6-2,PNKD,PBXIP1,,,
2263,2802,P21802-10,Q08378-2,FGFR2,GOLGA3,,,
139628,6944,Q6PJQ5,Q15906,FOXR2,VPS72,,,
5179,64682,P01210,Q9H1A4,PENK,ANAPC1,,,
64145,56144,Q9H1K0,Q9UN74-2,ZFYVE20,PCDHA4,,,
202559,56270,Q5VWX1,Q5MNZ6,KHDRBS2,WDR45L,,,
124790,56257,Q96MH2,Q7L2J0,HEXIM2,MEPCE,,,
81565,6645,Q9GZM8-2,Q13425,NDEL1,SNTB2,,,
56104,57717,Q9Y5G3-2,Q9NRJ7,PCDHGB1,PCDHB16,,,
151647,3977,Q96LR4,P42702,FAM19A4,LIFR,,,
254427,7469,Q86WR7,Q9H3P2,C10orf47,WHSC2,,,
4841,8908,Q15233,O15488-2,NONO,GYG2,,,
23237,55529,Q7LC44,Q8N4L2,ARC,TMEM55A,,,
1876,54939,O75461,Q9H0A8,E2F6,COMMD4,,,
4706,9054,O14561,Q9Y697-2,NDUFAB1,NFS1,,,
79650,56949,Q9BQ65,Q9HCS7,C16orf57,XAB2,,,
1937,1936,P26641,P29692-2,EEF1G,EEF1D,,,
92565,137886,Q8TC84-3,Q14CS0,FANK1,UBXN2B,,,
3052,55750,P53701,Q53H12,HCCS,AGK,,,
155382,27034,Q86XT2,Q9UKU7,VPS37D,ACAD8,,,
147007,203547,Q8N511,Q3ZAQ7,TMEM199,VMA21,,,
155185,26032,Q400G9,O60279,AMZ1,SUSD5,,,
84197,83862,Q9H5K3,Q9BXJ8-2,SGK196,TMEM120A,,,
8487,29888,O14893-2,Q9NRL3,SIP1,STRN4,,,
92714,23286,Q8N5I2,Q8IX03-2,ARRDC1,WWC1,,,
3964,79065,O00214,Q7Z3C6-2,LGALS8,ATG9A,,,
55171,10144,Q9NVR7,O94988-1,TBCCD1,FAM13A,,,
127495,10910,Q96DD0-2,Q9Y2Z0-2,LRRC39,SUGT1,,,
3441,3440,P05014,P01563,IFNA4,IFNA2,,,
23210,9295,Q6NYC1-2,Q05519,JMJD6,SRSF11,,,
9218,10868,Q9P0L0-2,Q9Y2K6,VAPA,USP20,,,
51512,84129,Q9NYZ3,Q709F0,GTSE1,ACAD11,,,
54765,115948,Q96DX7,A5D8V7,TRIM44,CCDC151,,,
9406,51631,O95218-2,Q9Y383-2,ZRANB2,LUC7L2,,,
414301,55031,Q8WTU0,Q96K76,DDI1,USP47,,,
6772,6774,P42224-2,P40763-2,STAT1,STAT3,,,
23092,26056,C9J6V4,Q9BXF6,ARHGAP26,RAB11FIP5,,,
81847,7508,Q9NTX7-2,Q01831,RNF146,XPC,,,
10140,23019,P50616,A5YKK6-2,TOB1,CNOT1,,,
8797,4047,O00220,P48449,TNFRSF10A,LSS,,,
131578,56913,Q8TF66-2,Q9NS00-2,LRRC15,C1GALT1,,,
1068,84926,Q12798,Q8NCJ5,CETN1,SPRYD3,,,
5880,1793,P15153,Q14185,RAC2,DOCK1,,,
57585,57223,Q96RY5,Q5MIZ7-2,CRAMP1L,SMEK2,,,
1800,64151,P16444,Q9BPX3,DPEP1,NCAPG,,,
80020,57544,Q8IWF2,Q9P2K2,FOXRED2,TXNDC16,,,
10123,254170,P56559,Q7Z6M2,ARL4C,FBXO33,,,
8533,150678,Q9UNS2,Q8WXC6,COPS3,MYEOV2,,,
51016,284361,Q9Y3B6,Q5UCC4-2,FAM158A,C19orf63,,,
23038,8451,Q8N5D0-4,Q13619,WDTC1,CUL4A,,,
56001,84498,UNKNOWN,Q96EK7-2,NXF2,FAM120B,,,
605,196528,Q4VC05-2,Q68CP9-2,BCL7A,ARID2,,,
7289,54934,O75386,Q9H9L4,TULP3,C12orf41,,,
79797,4038,Q9H9D4,O75096,ZNF408,LRP4,,,
10490,91404,Q9UEU0,Q86VW0,VTI1B,SESTD1,,,
10479,23552,Q92581,Q8IZL9,SLC9A6,CDK20,,,
78999,8655,Q6PJG9,P63167,LRFN4,DYNLL1,,,
25844,80346,Q9GZM5,Q9H6H4,YIPF3,REEP4,,,
84643,57405,Q8N4N8,Q9HBM1,KIF2B,SPC25,,,
29915,259282,Q9Y5Z7,Q8NFC6,HCFC2,BOD1L,,,
84547,65982,Q96JS3,Q8TBC5-2,PGBD1,ZSCAN18,,,
29108,79699,Q9ULZ3-2,Q9C0D3,PYCARD,ZYG11B,,,
5718,5716,O00232,O75832,PSMD12,PSMD10,,,
9896,81609,Q92562,Q96L92-3,FIG4,SNX27,,,
1455,51659,P78368,Q9Y248,CSNK1G2,GINS2,,,
57476,57655,Q3KR37-2,Q96CP6-2,GRAMD1B,GRAMD1A,,,
2534,7525,P06241-2,P07947,FYN,YES1,,,
55738,160,Q8N6T3-2,O95782-2,ARFGAP1,AP2A1,,,
9659,3934,Q5VU43-2,P80188-2,PDE4DIP,LCN2,,,
64794,5768,Q9H8H2,O00391-2,DDX31,QSOX1,,,
56654,9317,Q9NQX5,Q96BW5-2,NPDC1,PTER,,,
7259,5108,Q9H0U9,Q15154-2,TSPYL1,PCM1,,,
245972,84317,Q8N8Y2,Q96NT0,ATP6V0D2,CCDC115,,,
649,11004,P13497,Q99661-2,BMP1,KIF2C,,,
79734,57592,Q8N5Z5-2,Q8N1G0,KCTD17,ZNF687,,,
9217,10868,O95292,Q9Y2K6,VAPB,USP20,,,
23648,3670,Q9BWW4-2,P61371,SSBP3,ISL1,,,
8766,23549,P62491,Q9ULA0,RAB11A,DNPEP,,,
57097,115992,Q9NR21-4,Q96A37,PARP11,RNF166,,,
56125,92521,Q9Y5F2,Q5M775,PCDHB11,SPECC1,,,
9701,6790,O75170-2,O14965,PPP6R2,AURKA,,,
114571,92014,Q8IVM8,Q9H1U9,SLC22A9,MCART1,,,
2564,3145,P78334,P08397-2,GABRE,HMBS,,,
60626,10615,Q9NPQ8-2,Q96R06,RIC8A,SPAG5,,,
23545,528,Q9Y487,P21283,ATP6V0A2,ATP6V1C1,,,
373,51314,P36406,Q8N427,TRIM23,TXNDC3,,,
5739,6535,P43119,P48029,PTGIR,SLC6A8,,,
284312,7572,Q8NBB4-2,P17028,ZSCAN1,ZNF24,,,
1639,51164,Q14203-2,Q9UJW0-3,DCTN1,DCTN4,,,
79753,5411,Q8TAD8,Q9H307,SNIP1,PNN,,,
389,23002,P08134,Q9Y4D1-2,RHOC,DAAM1,,,
54839,25941,Q8IUZ0,Q68CL5,LRRC49,C18orf10,,,
23197,57146,Q96CS3,B4DEC1,FAF2,TMEM159,,,
1044,51807,P47902-2,Q9NY65,CDX1,TUBA8,,,
131601,6535,Q86W33-2,P48029,TPRA1,SLC6A8,,,
203259,8945,Q8IW50-3,Q9Y297-2,C9orf25,BTRC,,,
23545,51382,Q9Y487,Q9Y5K8,ATP6V0A2,ATP6V1D,,,
1025,56257,P50750-2,Q7L2J0,CDK9,MEPCE,,,
65061,2125,Q96Q40-3,Q92817,CDK15,EVPL,,,
10479,5881,Q92581,P60763,SLC9A6,RAC3,,,
10456,6804,O00165-2,Q16623-2,HAX1,STX1A,,,
79797,8425,Q9H9D4,Q8N2S1-3,ZNF408,LTBP4,,,
3995,56262,Q9Y5Q0,Q8IWT6,FADS3,LRRC8A,,,
151056,55454,Q6P1J6-2,Q8N6G5,PLB1,CSGALNACT2,,,
974,9990,P40259-2,Q9UHW9-2,CD79B,SLC12A6,,,
79981,278,Q8N878,P04745,FRMD1,AMY1C,,,
1191,5802,P10909-2,Q13332-2,CLU,PTPRS,,,
51299,10723,Q9NPD7,Q9Y666,NRN1,SLC12A7,,,
5868,1122,P20339,P26374,RAB5A,CHML,,,
5954,64856,Q15293,Q6PCB0,RCN1,VWA1,,,
817,92170,Q13557-10,Q9BT17,CAMK2D,MTG1,,,
150379,3323,Q7Z6Z6,Q58FG1,PNPLA5,HSP90AA4P,,,
5354,7871,P60201-2,Q14BN4-2,PLP1,SLMAP,,,
10120,84516,P42025,Q9BTE1,ACTR1B,DCTN5,,,
255626,7508,Q96A08,Q01831,HIST1H2BA,XPC,,,
57669,57703,Q9HCM4-2,Q9HCG8,EPB41L5,CWC22,,,
5824,79594,P40855,Q969V5,PEX19,MUL1,,,
388951,219333,Q8N831,O75317,TSPYL6,USP12,,,
138199,7597,Q8N4J0,P24278,C9orf41,ZBTB25,,,
55297,56910,Q7Z6B0-2,Q9NQZ5,CCDC91,STARD7,,,
