cluster,SymbolA,SymbolB,
887,RBM18,CNRIP1,
667,GORASP1,AASDH,
418,ZNF843,CAMK2D,
3,MRPL39,MRPL3,
841,TIMM44,COL1A1,
1,SNRPN,TSSC4,
2,PHF20L1,HDAC1,
805,SYT3,MADD,
97,PEX19,CHST7,
38,CABS1,TRAPPC2L,
579,CLIC4,CLIC6,
418,ZNF843,CAMK2B,
17,KLHDC8A,CCT6A,
17,TTLL9,CCT6B,
145,FAM19A4,M6PR,
1,SNRPF,TXNL4A,
294,TMED10,TMED1,
338,KDELC2,VWA1,
943,CD3E,LNPEP,
1244,MKX,TBL1X,
107,EPHA1,PRKDC,
3,MRPL39,MRP63,
6,CAP1,ACTB,
22,DDX19B,EPPK1,
1,SNRPN,AKAP7,
16,RG9MTD3,MRPS11,
1,DDX23,PRPF8,
578,PIM1,DCP1A,
11,CDK19,MED10,
6,TWF2,ACTB,
26,STX12,STX18,
39,FOXN2,FBXW11,
10,PIP4K2A,TCOF1,
73,TMEM199,ATP6V0A1,
785,C4orf43,SLC9A3R2,
121,FBL,ZNF93,
2,HDAC1,ZNF512B,
14,NDUFA13,TMEM126B,
282,C9orf41,MAP7,
188,C6orf72,B4GALT7,
6,ACTBL2,ACTA2,
2,HMG20A,HDAC2,
38,KANK4,TRAPPC3,
561,FANCM,KIAA0101,
3,MRPL39,MRPL15,
48,EXOSC3,EXOSC9,
121,FBL,GTF3C3,
2,MBD3L1,RBBP4,
2,MXD1,BRMS1L,
12,PGBD1,SCAND1,
2,ZNF800,MTA2,
10,ARL6IP4,PIP4K2A,
995,ZNF311,KIAA1704,
6,DUSP10,ACTA2,
3,MRPL10,MRPL43,
275,CCDC102B,XBP1,
395,OVOL1,SUFU,
1,LSM6,SNRPD1,
21,CNBP,STAU1,
198,FBXO6,FAM168A,
59,LGALS3BP,TUBGCP2,
17,WDR86,CCT6B,
3,MRPL42,MRPL33,
797,CD70,IFRD1,
73,MUC1,TMEM63B,
1,SNRPF,RSRC1,
10,DENND2D,BRD2,
3,MRPS18A,MRPL39,
16,MRPS2,MRPS27,
183,TGFBR2,PLEKHH3,
21,NPM1,PAPD5,
11,CDK8,MED20,
5,RRS1,RPS24,
1,PRPF3,PRPF6,
57,SFN,YWHAG,
227,RCBTB1,ANKRD40,
18,CCND3,CDK1,
127,RPS19BP1,ACTR10,
147,TP53TG5,FAM192A,
6,POLH,ACTBL2,
100,YAF2,RYBP,
3,THOC3,THOC6,
4,CCNI2,LARP1B,
8,LGALS8,CD63,
147,TP53TG5,PSME3,
117,AGT,RIPK4,
354,PCDHB5,PTP4A2,
5,RRS1,RPL8,
19,SNX27,TTR,
1,KIAA1143,GCFC1,
203,CTSG,GPRASP2,
780,CFH,MUT,
14,NDUFB5,NDUFC2,
40,MAGIX,ANAPC7,
278,TRIB3,RFWD2,
125,WDYHV1,R3HDM1,
7,LUC7L2,MKRN1,
90,DCAF4,GPS1,
33,PSMB3,PSMA6,
351,C3orf58,GOLPH3,
92,SDCBP,LARS,
316,C6orf26,CTNNA2,
6,CAP2,ACTB,
98,MYLK4,HSP90AA1,
1,TSSC4,EFTUD2,
127,DEFB127,ACTR1B,
597,RPN2,RPN1,
1160,IGF2BP3,SH3BGR,
892,RPL9,CEP76,
185,PDZK1,DECR2,
11,BIRC5,MED21,
3,MRPL28,MRPL2,
17,DNAI2,CCT5,
213,ANKMY2,FKBP8,
120,SNRNP27,PIN1,
134,DEF6,C1orf52,
1196,HCFC1R1,HCFC1,
8,LGALS8,RRAGC,
29,VAPB,ACBD4,
1191,RIT2,LZTR1,
65,PLOD1,PLK4,
3,MRPL39,MRPL16,
43,C6orf89,C2orf79,
8,LGALS9,ECE1,
14,NDUFB11,NDUFB1,
17,RAP2C,TCP1,
110,TMEM111,PDIA4,
1033,TSTA3,PCBP3,
51,IMPDH1,KLHDC8B,
10,DENND2D,TCOF1,
95,LRAT,NME2P1,
425,ACN9,C6orf57,
16,MRPS15,MRPS23,
734,GNS,SULF2,
81,C16orf73,GAPDHS,
328,FIGF,UBR4,
34,NAA40,H2AFY,
736,HLA-E,HLA-H,
487,RAB39B,RAB33B,
159,YIPF3,SLC43A2,
313,SLAIN2,TTC19,
184,SGOL2,RGN,
209,GLT25D2,COL4A5,
110,TTC35,KIAA0090,
342,TMEM65,MPZL1,
48,EXOSC7,EXOSC9,
3,MRPL35,MRPL13,
14,NDUFS6,NDUFB4,
227,SUMF2,ANKRD40,
44,ZIC1,GSDMA,
1045,TMUB2,ERLIN1,
38,GLB1,TRAPPC3,
3,MRPL12,MRPL45,
963,OXCT1,EPS15,
92,SDCBP,MARS,
1121,LRP2BP,GSTT1,
95,OR2K2,NME2P1,
9,TRIM28,ZNF701,
9,TRIM28,ZNF85,
16,MRPS15,MRPS14,
234,CPSF4,CPSF1,
121,FBL,GXYLT2,
20,POLR2D,POLR2L,
862,FUCA1,TIPRL,
3,MRPL50,MRPL15,
331,GDNF,C17orf39,
16,MRPS15,MRPS35,
1,SNRPG,TXNL4A,
15,CDCA8,CRMP1,
3,MRPL50,MRPL33,
1,SNRPE,LSM2,
86,TUBB3,EML4,
3,RPS8,GADD45GIP1,
1108,TNFRSF10B,DDR1,
18,CKS1B,CKS2,
21,RPL14,RBM34,
1,DDX23,PRPF4,
1,SNRPF,PRPF31,
82,PKD2L2,SERPINB4,
104,IGFBP6,PPP3CC,
991,ERBB3,LOC100507680,
57,SAMD4B,YWHAG,
39,BTRC,MXI1,
274,PIK3R2,PIK3R1,
86,TUBB2B,TUBB3,
294,TMED10,TMED3,
421,SRPR,ANXA13,
312,CDC20B,UBA5,
8,LGALS9,LAMB1,
57,SAMD4A,YWHAB,
247,CCRL2,CST1,
7,TRA2A,LUC7L2,
14,DNAJC30,NDUFA7,
469,SPATA20,RREB1,
3,MRPS30,MRPL53,
3,MRPL4,MRPL44,
67,LCOR,CTBP2,
761,THAP8,LASP1,
18,CCND2,CDK2,
4,FAM73B,HSPA8,
282,C9orf41,NR3C2,
938,PNPLA3,SLC27A2,
1132,PRAMEF17,AIP,
51,IMPDH2,PUSL1,
2,ZBTB46,GATAD2A,
684,AMDHD1,KLHL23,
3,RBMS3,MRPL30,
8,LGALS9,SLC12A2,
3,MRPL39,MRPL48,
28,RAB5A,GDI2,
638,ALPPL2,PCOLCE2,
26,SEC22B,C19orf25,
386,USP10,G3BP1,
286,NUDT13,ICAM1,
498,MMS19,CDKAL1,
109,FOXS1,PPP2R1B,
331,SFRP2,ARMC8,
142,C20orf118,ATP6V1B2,
1161,GALK2,CCDC18,
73,SERINC2,ATP6V0A1,
26,CLEC12A,GOSR1,
509,PDLIM1,ACTN2,
5,RRS1,RPL7A,
4,CCNI2,HSPA8,
58,ATP5B,LASS2,
368,LPAR1,SLC35F2,
257,VBP1,PFDN6,
72,C12orf34,NLK,
1227,GALNT6,FAM20B,
1243,PCBP1,CRYBB1,
16,MRPS15,PTCD3,
110,TTC35,MMGT1,
575,ACOX3,HERC3,
92,LARS,MARS,
1225,MAU2,MOBKL2C,
2,ZNF800,MTA3,
36,TTC30A,IFT27,
1206,PGAM2,PGAM1,
17,FBXW4,CCT7,
383,HSD3B2,LETM1,
197,PRMT8,THOC4,
6,CFL1,CAP1,
1245,GBP5,C1orf159,
42,HAT1,ASF1A,
121,FBL,NOP58,
674,C5orf64,C17orf90,
11,CDK19,MED13L,
43,CHRND,TMTC3,
502,RMND5A,WARS2,
17,SEC31B,CCT2,
92,QARS,IARS,
912,SF3A1,SF3A3,
85,NXPH3,TUBA4A,
91,RAB15,RAP1GDS1,
141,SIP1,GEMIN4,
282,C9orf41,NUPL2,
227,CTRL,ANKRD40,
395,PEX11A,SUFU,
133,TSEN2,SFSWAP,
5,RRS1,RPS20,
150,CCKBR,PRKAB1,
982,IFRD2,UBE2O,
1185,HS2ST1,DIAPH3,
378,CRYAB,SEH1L,
1242,MPG,IKBKAP,
949,RSPRY1,GALNT3,
61,SCGB2A2,PLXNA3,
11,TCL1B,MED20,
140,TTLL7,CSNK2A1,
195,GPR107,BIRC2,
28,RAB2B,RAB5A,
1006,FAM19A3,RIOK2,
6,SSH1,ACTA2,
914,PCDH20,PCDHGA11,
58,CXCR7,ATP5A1,
128,FNTB,LMNB2,
11,CDK19,MED9,
81,PSG11,GAPDHS,
48,EXOSC7,EXOSC6,
919,MAMDC2,TK1,
184,NSMAF,TCHH,
17,DNAI2,CCT7,
4,HSPBP1,FOXC1,
16,MRPS27,MRPS25,
310,IQCF1,C9orf142,
71,ZNF512,NOL8,
434,RPS2,NGDN,
678,GCDH,ISCA1,
400,BTN3A2,C9orf5,
96,PSMC1,PSMC3,
227,MSX2,ANKRD40,
3,MRPL28,MRPL40,
419,HLA-DPA1,GAL,
947,DBR1,CWF19L1,
41,EIF4A3,CASC3,
57,PAK6,YWHAG,
501,SPATA5L1,SPATA5,
81,PTPN20A,GAPDHS,
486,RTN4,TMEM68,
3,MRPL12,MRPL17,
2,HMG20B,HDAC2,
640,PAPL,PDP2,
724,TMCC2,FTSJD2,
41,C11orf57,EIF4A3,
1161,GALK2,PABPC3,
296,EAF1,USPL1,
284,MYL6,IQGAP3,
229,NCF1,SH3GL3,
16,RG9MTD3,MRPS15,
837,TPM1,TPM4,
178,POLD2,PPP5C,
1,SNRPN,SF3B4,
15,ARMC1,SYN2,
3,MRPL4,MRPL48,
839,ZNF221,CDK11B,
1283,LANCL1,MYO7A,
330,DAO,NME2,
17,WDR77,TCP1,
716,FUCA2,CLDN12,
26,STX12,SNAP23,
81,HYAL4,GAPDHS,
3,MRPL10,MRP63,
84,ASB10,HIF1AN,
92,SDCBP,IARS,
17,C1orf127,CCT6B,
117,HYAL3,CANX,
8,LGALS9,ATP13A3,
7,TRA2A,APOBEC3F,
673,ALOX15,C19orf52,
85,TUBA1B,TUBA1A,
1025,RPAIN,UBR7,
16,MRPS11,MRPS18B,
155,SPPL2B,FXYD6,
282,C9orf41,LENG9,
306,USP1,WDR48,
797,CD70,ADCK4,
1214,DCAF4L2,PYGL,
914,PCDH20,PCDH7,
32,JMJD6,RBM39,
497,CROT,EIF2AK4,
91,RABL3,RAP1GDS1,
33,PSMB4,PSMB6,
352,KPNA2,NUP50,
49,VENTX,TLE1,
38,TBC1D14,TRAPPC2,
122,TBX22,GOPC,
3,MRPL10,MRPL18,
14,NDUFS3,NDUFA5,
1110,FGF8,DDX18,
1094,DNAJC10,PPARGC1B,
1,DDX23,SNRPD2,
41,C11orf57,THRAP3,
6,FBXO30,MYO6,
17,CCT3,CCT8,
903,GNAT2,ACSL4,
201,RHOC,RTKN2,
22,FCF1,CRABP2,
103,PCDHA10,AGAP1,
7,TRA2A,LARP1,
26,STX7,NAPA,
81,PSG11,PSG4,
28,RAB31,GDI2,
2,PHF23,SAP30,
17,WDR86,CCT6A,
382,MCOLN3,CYB5R1,
14,PRRT2,NDUFV3,
81,SLC5A2,GAPDHS,
9,TRIM28,ZNF77,
3,MRPL50,MRPL19,
328,FSTL4,UBR4,
118,MAGEA10,DDX42,
15,ARMC1,MAPT,
10,ORMDL3,SPRY4,
21,CNBP,RPL37A,
104,IGFBP6,PPP3R1,
33,PSMB3,PSMA7,
728,ZNF227,ZNF664,
109,SERTAD4,PPP2R1A,
746,ZNRF4,SREBF2,
1020,KIR3DL1,FAM114A2,
763,PPA2,C15orf38,
14,ECSIT,NDUFB8,
14,NDUFS3,NDUFS2,
929,CCDC60,FAM32A,
32,JMJD6,NUDT21,
11,BIRC5,MED31,
85,KLK15,SLC25A20,
26,STXBP6,STX6,
16,AURKAIP1,MRPS31,
21,CNBP,RPL14,
3,MRPL37,C7orf30,
35,GPN3,POLR1B,
500,TP53AIP1,UBR3,
985,CNP,SIRT3,
58,ATP5B,ATP5L,
7,ELAVL2,ZCCHC3,
162,FHL3,CCAR1,
30,PLAC1,DMAP1,
21,RPL37A,RPL30,
1,EAPP,SNRNP200,
227,LTA,ANKRD40,
6,TMOD2,MYO6,
699,MMP3,NUCB1,
1259,ARHGAP19,TDRKH,
13,AP2M1,NECAP1,
92,RARS,AIMP2,
89,GRTP1,UBB,
988,ODAM,FHL2,
815,FERMT3,FERMT2,
1264,ASB3,ARHGAP32,
48,RBM7,SKIV2L2,
301,CD33,CALM3,
85,TUBA1A,TUBA4A,
83,CCDC74B,PSMD3,
1213,CCDC82,PKP1,
331,SFRP2,MKLN1,
21,MAK16,KIAA0020,
195,BIRC2,XIAP,
14,NDUFS3,NDUFB1,
622,CDC42SE2,CDC42,
35,TWISTNB,POLR1C,
48,EXOSC3,EXOSC6,
17,KLHDC8A,PEX7,
13,RUNDC3A,AP2S1,
233,RAB27B,GBA,
90,COPS7B,DCAF11,
20,RPRD1B,POLR2B,
524,TMCO3,GUF1,
134,SHMT2,BRCC3,
154,RBPJ,NOTCH2,
547,FOXR2,YEATS4,
16,MRPS15,MRPS25,
3,MRPL42,MRPL1,
1,SNRPN,LSM6,
898,RXFP4,RMND1,
30,KAT5,DMAP1,
124,RAET1E,IGDCC4,
301,GNRHR,CAMK1D,
2,ZNF704,BRMS1,
790,WDR44,ASMTL,
57,CDCA7,YWHAZ,
399,SSSCA1,ATAT1,
70,NIT1,NUDT19,
21,RBM34,ZNF48,
786,WDR4,ALG12,
21,RBM34,C16orf88,
142,ATP6V1C2,ATP6V1G1,
22,FCF1,EPPK1,
14,NDUFS6,NDUFS5,
242,DLD,DLAT,
268,SET,TSPYL2,
930,GCHFR,DOCK11,
119,ARPC1B,ARPC4,
7,ELAVL2,ZNF326,
391,ANKRD12,SLIT2,
971,MGAT4C,B4GALT6,
40,ANO6,CDC26,
1254,KLHDC9,NT5DC2,
867,C14orf149,ALDH7A1,
182,SAMD7,FBP1,
75,WISP2,TRIM68,
58,ATP5B,ATP5O,
3,MRPL10,MRPL9,
339,CAPN13,SF1,
525,EFEMP1,ZNF768,
3,RPS8,MRPL24,
58,ATP5F1,ATP5C1,
3,MRPL37,MRPL13,
15,CDCA8,GNG2,
15,RRP7A,GNG2,
729,USP47,NSDHL,
293,SLC2A4,DNAJC12,
21,STAU1,KIAA0020,
5,RRS1,RPL34,
6,CCDC34,ACTBL2,
179,DEFA5,RPL24,
602,CENPM,PCP2,
602,HSD17B3,PCP2,
8,LGALS8,SPPL2A,
3,MRPL41,MRPL24,
994,FBXL4,PROCR,
2,PHF23,SUDS3,
35,POLR3E,POLR3K,
209,C1QTNF3,GLT25D2,
485,MTERFD3,HDGFRP3,
910,LACTB,RIOK1,
563,NLGN3,RECQL4,
1142,CD244,RNF213,
31,SH2D4A,PPP1CA,
219,STAT5A,PDHB,
1098,ZNF431,ICAM3,
585,CA4,CDK18,
11,BIRC5,MED29,
144,LCMT2,RNF123,
510,SYT17,TF,
35,POLR3D,POLR1D,
562,CACNG5,ZNF775,
84,ASB10,PRKRIR,
3,MRPL28,MRPL32,
92,SDCBP,EPRS,
27,GADD45B,RAVER1,
74,GNAI1,GNG7,
352,KPNA2,KPNB1,
1,SNRPG,PRPF31,
1,ZRSR2,RBM17,
964,CYB5A,AGPAT4,
92,SDCBP,EEF1E1,
83,ADRM1,PSMD3,
347,C6orf141,DSP,
597,RPN2,MLEC,
17,CCT7,CCT4,
427,TRIM49,FAM188A,
7,HNRPDL,PABPC4,
1077,BPNT1,PPOX,
500,HOXB7,UBR3,
459,B4GALT3,XYLT2,
14,NDUFA13,NDUFS8,
7,APOBEC3D,ZC3H11A,
87,CTNNA3,FAM162A,
7,ELAVL2,SAFB,
326,TSR1,PARN,
1,C2orf3,SNRNP200,
687,FAM111A,TP53,
3,MRPL50,MRPL37,
585,CCBP2,CDK18,
451,UFM1,S100A6,
21,RPL37A,RBM34,
83,PSMD8,PSMD7,
780,GRPEL2,MUT,
38,GLB1,TRAPPC2L,
762,FSCN2,QRICH1,
16,MRPS31,MRPS21,
3,MRPL4,MRPL1,
121,FBL,NOM1,
81,RASGEF1B,GAPDHS,
3,MRPL39,MRPL19,
131,LZTFL1,CEP250,
112,CCL5,AK4,
28,RAB5C,GDI2,
1,SNRPA1,SNRPB,
317,ARL4C,POLE4,
2,GATAD2B,HDAC2,
271,ARFIP2,ARFIP1,
1,SNRPE,EFTUD2,
9,ZNF19,TRIM28,
81,GPX8,GAPDHS,
1211,FOXN4,GABARAP,
16,MRPS31,MRPS10,
870,HAO2,UBAP2,
101,ZNF501,ARIH1,
3,MRPL42,MRPL16,
373,ZNF384,TUBA3C,
224,SPACA1,SEMA4C,
218,ZDHHC23,CST6,
112,GTF2E2,HMGN5,
165,HSDL2,HERC2,
2,CYBRD1,HDAC1,
455,MRPL34,C8orf59,
100,YAF2,TFDP1,
287,TNFSF13B,FAM118A,
17,WDR77,CCT4,
178,RAB41,PPP5C,
448,COX7A2,DNLZ,
512,ZYX,TBC1D10B,
457,GAL3ST1,LRIG3,
19,DDX31,CST3,
71,RRP8,NOL6,
330,DAO,GSTM1,
209,GLT25D2,GLT25D1,
530,PNKD,C9orf80,
21,RPL37A,PAPD5,
1215,C20orf72,WDHD1,
144,PNPLA1,RNF123,
71,ZNF512,NOL6,
33,PSMB3,PSMB5,
813,TRIM10,ZNF624,
3,MRPL41,MRPL15,
1,SNRPG,SF3B14,
21,GPATCH4,KIAA0020,
17,DNAI2,CCT6B,
17,PEX7,CCT6A,
1026,SHMT1,ARNT,
341,ZDHHC19,CPNE7,
23,BCL7A,SMARCC1,
11,NR1I3,MED23,
46,SEMA6D,TPM2,
71,ZNF512,URB2,
119,ACTR3,ARPC2,
199,SERPINA10,MIA3,
8,LGALS8,SLC36A1,
24,RAB40A,CUL5,
4,ABHD15,STUB1,
1,SNRPN,NAA38,
56,HEATR1,SELENBP1,
46,ATAD1,TPM2,
188,C6orf72,SLC35F5,
42,ASF1B,HAT1,
69,SPINLW1,UMPS,
33,PSMB3,PSMA2,
56,GSC,LRRC15,
26,STX7,PTTG1IP,
587,CORO2B,ARHGEF25,
587,GABRB2,ARHGEF25,
587,RTN4R,ARHGEF25,
899,SGCD,ACP2,
13,LSR,AP1B1,
155,SPPL2B,CADM1,
2,TCF19,MTA2,
15,ARMC1,GNG2,
15,C14orf104,GNG2,
15,DGUOK,GNG2,
15,HAX1,GNG2,
315,A4GALT,ICK,
106,RAN,KPNA4,
12,ZKSCAN4,ZNF192,
506,CHST9,LRP5,
21,PRR11,TTF1,
3,RPS8,MRPL27,
44,TBC1D22B,GSDMA,
189,CSNK1G2,GINS1,
1019,MANF,BCL2L15,
289,IL13RA2,HOXD13,
14,NDUFB11,NDUFB4,
83,CCDC92,PSMD13,
347,C6orf141,SMG5,
431,SKAP1,EXPH5,
248,MEF2B,UBN2,
83,CCDC74B,ADRM1,
744,ENPEP,BNIP3,
1041,USP38,ADAR,
8,LGALS8,MCAM,
141,SMN1,SMN2,
464,THSD4,GLI3,
159,YIPF3,SURF4,
81,THAP1,GAPDHS,
25,WDR83,BUD31,
1170,CALN1,DCAF6,
1066,ADAM30,SEMA6A,
485,BAZ2B,HDGFRP3,
57,CDCA7,YWHAG,
83,ADRM1,PSMD8,
3,MRPL28,MRPL1,
38,TBC1D14,TRAPPC5,
21,RPL37A,STAU1,
92,AIMP1,MARS,
17,FBXW4,TCP1,
31,SH2D4A,PPP1CB,
69,CPA2,ITGA4,
1,SNRPN,CCDC75,
1,SNRPN,PRPF31,
701,RELL1,MGAT1,
3,MRPL12,MRPL3,
534,RAB8B,RABIF,
3,RPS8,MRPL16,
82,PKD2L2,SERPINB3,
7,ILF2,HNRNPC,
244,AGA,HBA2,
482,TEX28,TMEM201,
132,ATXN7L3,ENY2,
993,CHRNA9,C9orf91,
1,RBM17,SF3B2,
16,MRPS2,MRPS23,
84,HIF1AN,ZFP36L2,
14,NDUFA8,NDUFS1,
3,MRPL4,MRPL9,
17,TXNDC9,CCT6A,
95,GPM6B,NME2P1,
95,TMEM53,NME2P1,
250,GYPB,SLC39A10,
104,CRTC2,PPP3R1,
506,PAPD7,LRP6,
753,RNMT,KPNA1,
199,CTAGE5,RGPD3,
17,KLHL33,CCT7,
199,SERPINA10,CTAGE5,
57,NKD2,YWHAG,
21,MAK16,RBM34,
395,NFATC3,SUFU,
502,INSL6,RMND5A,
21,CNBP,RPL12,
34,RNF146,SSRP1,
95,OR2K2,PAK1,
14,FUT1,NDUFB5,
8,LGALS8,ECE1,
56,POPDC2,DSG4,
8,LGALS9C,SLC12A2,
232,UBE2U,VPS28,
380,PCDHB11,TP53I13,
458,C9orf71,PRSS2,
447,FBXO40,SKP1,
206,ALOX5,PDXDC2P,
81,ADCK3,GAPDHS,
26,STX12,BNIP1,
761,THAP8,C9orf16,
1,SNRPE,ZMAT5,
165,CCDC65,NEURL4,
16,MRPS2,MRPS9,
20,LMO2,POLR2L,
407,NEUROG3,FLJ36031,
16,RPL6,MRPS9,
797,CD70,TFB2M,
274,PIK3R3,PIK3R1,
16,MRPS11,MRPS2,
40,CDC16,CEP97,
471,GLTP,ASPSCR1,
639,SNN,C1orf131,
582,ALDH3B1,SELT,
3,MRPL41,MRPL44,
3,MRPL28,MRPL24,
44,TBC1D22B,NLRP10,
8,LGALS3,CD63,
298,RBM33,KPTN,
106,RCC1,KPNA4,
389,SPATA8,PSMG3,
175,YBEY,TIMM8B,
109,FOXS1,PPP2CA,
3,MRPL42,MRPS18A,
46,C17orf105,TPM2,
306,USP1,PHLPP1,
3,MRPL28,C7orf30,
75,C1orf135,TRIM68,
7,APOBEC3D,LARP1,
26,STX7,STX18,
83,CCDC74B,PSMD13,
168,SV2C,ABCC10,
82,LRRN3,CALML5,
346,OTUD6B,LIMCH1,
265,CLDN18,THEM4,
714,AIFM1,FAM91A1,
7,ILF2,RALY,
1,PRPF4,NHP2L1,
1230,TSHB,SP3,
458,PRSS2,GDF11,
18,CDK2,CDKN3,
124,TMEM30B,GOLT1B,
90,DCAF4,COPS5,
47,AKAP14,SYNJ2BP,
16,MRPS11,MRPS26,
17,CCT7,PDCL,
1,LSM6,SNRPD2,
318,CARKD,PPT2,
6,SPATA22,ACTBL2,
300,CDK6,UBE2W,
7,ELAVL2,HNRNPR,
117,DNASE2,CANX,
58,CXCR7,ATP5O,
17,CCT3,CCT5,
197,PRMT8,EWSR1,
346,LIMCH1,KLHL15,
823,ZFP41,MRTO4,
205,MAZ,APOD,
208,APBB3,HGFAC,
628,RANBP6,SLC25A17,
3,MRPL12,MRPL19,
5,EBNA1BP2,RPL8,
93,UCHL5,INO80D,
464,CELA1,CEP164,
1038,FBXO42,KLK6,
13,LSR,AP2A2,
174,ERP44,HOXA5,
3,MRPL50,MRPL9,
191,UQCRB,UQCRC2,
41,WSB2,RNPS1,
182,GIMAP2,TOR1B,
35,TWISTNB,POLR1A,
413,KLRAP1,HK3,
6,MAP1LC3C,ACTA2,
58,SLC35F1,ATP5B,
549,KLHL2,KLHL12,
366,CCDC27,ALOXE3,
3,MRPL35,MRPL41,
226,ATP6V0D2,KIAA2013,
42,ASF1B,RIF1,
731,HSD17B6,PPP1R14B,
34,H2AFX,H2AFY,
17,FBXW4,PDCL3,
1132,PRAMEF10,AIP,
70,TTC39B,HSPD1,
22,UGT1A9,ESYT1,
58,ATP5F1,ATP5H,
1115,DTD1,POLK,
8,LGALS9,PTGFRN,
1032,OSMR,ANKLE2,
16,RG9MTD3,MRPS2,
7,ELAVL2,PABPC4,
3,MRPL42,MRPL15,
1,SNRPE,SNRPD3,
150,CCKBR,PRKAA1,
1,SNRNP40,EFTUD2,
53,PCDHGB1,FAR2,
1192,PRSS45,KIAA1984,
5,RRS1,RPL35A,
230,SSX2,LYRM7,
938,CNPPD1,SLC27A2,
138,FAM136A,RBMS1,
33,PSMB9,PSMB2,
21,MAK16,C16orf88,
3,MRPL35,MRPL45,
1,SNRPF,LSM2,
20,RPRD1B,POLR2C,
128,CAPN8,FNTB,
33,PSMA1,PSMA4,
1239,SLC36A3,GNB3,
1239,ZNF131,GNB3,
46,STOX1,TPM2,
850,CDK13,CCNK,
127,DEFB127,ACTR1A,
23,SMARCE1,ARID1A,
515,PNLIP,ZNF787,
219,PDK1,PDHX,
12,ZNF483,ZNF24,
3,MRPL50,MRPL41,
189,TIPIN,GINS1,
3,MRPL41,MRP63,
221,CYP1A2,FECH,
17,WDR77,CCT6A,
44,TBC1D22B,TGM3,
957,DCAF4L1,CUL4A,
20,SYDE1,POLR2A,
43,ZACN,GJC1,
88,TRIM44,C17orf49,
1,LSM6,PRPF31,
1266,UBXN2B,FAM89A,
982,IFRD2,EIF3J,
11,CDK19,MED16,
7,APOBEC3D,STRBP,
71,RRP8,HERC5,
676,GATA1,TRIP6,
253,PON2,ENTPD6,
27,CAPZA2,CNOT7,
805,SYT6,MADD,
970,GLB1L3,ZYG11B,
240,HAO1,KCNAB2,
6,ACP1,ACTBL2,
3,MRPL39,MRPL44,
33,PSMB3,PSMB6,
69,CLEC18A,HSPA5,
191,CYC1,UQCRB,
578,PIM1,DDX6,
1,SNRPN,LSM4,
560,VIPR2,AIG1,
110,C15orf24,MMGT1,
14,NDUFB11,NDUFS5,
21,RPL37A,RPL36,
204,TRPC4AP,KDM4D,
17,RAP2C,CCT6A,
57,EPB49,YWHAG,
46,HAS3,TPM2,
16,AURKAIP1,DAP3,
99,UPK1A,DIRC2,
588,LYRM5,C5orf33,
17,CCT3,PDCL,
33,PSMB3,PSMA3,
5,RPL8,RPLP0,
457,LRIG1,FAM54B,
973,MGRN1,PDCD2,
109,CDCA4,PPP2R1A,
434,RPS2,AATF,
147,C1orf63,FAM192A,
1095,TRNT1,RG9MTD1,
26,SEC22B,ZW10,
6,LIM2,ACTA2,
510,SLC38A6,TF,
481,ALPL,SPCS2,
73,ATP6V0A2,TMEM63B,
3,MRPL12,MRPL49,
43,HTR3A,TMTC3,
208,APBB2,HGFAC,
455,MRPL34,C19orf53,
63,PSKH2,UNC119,
553,CDO1,TOPBP1,
348,TMEM55B,GLMN,
3,RPS8,MRPL2,
1120,ZNF266,RANGRF,
912,ANXA4,SF3A3,
13,RUNDC3A,AP2B1,
976,THUMPD3,CBARA1,
41,SNIP1,NCBP1,
1110,FGF8,DHX36,
83,PSMD7,PAAF1,
471,GLTP,SHKBP1,
469,CCL25,SPATA20,
12,ZSCAN20,ZNF445,
906,HMGCLL1,VPS13C,
194,ZNF324B,ZNF629,
16,AURKAIP1,MRPS33,
244,LPAR2,HBB,
92,QARS,MARS,
105,LRFN4,CISD3,
89,FBXL16,FBXL18,
878,SNX4,CACYBP,
700,CASC1,C1orf103,
3,MRPL41,MRPL9,
157,SCGB1D1,NHLRC3,
319,SLC25A32,SPAG7,
17,PEX7,PDCL3,
21,RPL14,TTF1,
848,RXRG,NR2F6,
921,OS9,TXNDC16,
479,EPHA8,ENDOG,
86,TUBB2B,EML4,
20,SYDE1,POLR2J,
415,NDEL1,TRIM7,
6,SRD5A1,ACTBL2,
91,RAC1,RAP1GDS1,
738,LPPR1,LSG1,
1,LSM5,PRPF31,
1140,ADAMTS12,USF2,
183,HAVCR2,PLEKHH3,
269,PRCC,FAF1,
918,ST3GAL5,C2orf56,
101,ZNF501,RAD18,
42,HIST1H3A,HIST1H3F,
84,ASB4,HIF1AN,
690,FRMPD2,SARS,
7,ELAVL2,TROVE2,
1,SNRPN,LSM2,
266,OSGEP,CCDC28B,
24,RAB40A,TCEB1,
3,MRPL28,MRPL55,
7,APOBEC3D,ELAVL2,
429,CAMK4,ANKRD28,
843,ALDH1L1,ALDH1L2,
83,ZFAND2B,PAAF1,
14,NDUFA8,NDUFA9,
108,SEC13,NUP133,
12,ZNF232,ZNF445,
195,BIRC2,HTRA2,
923,POU2AF1,ATE1,
602,RNASE2,PCP2,
203,CTSG,TCF25,
1023,IRAK4,VSIG8,
16,MRPS15,MRPS6,
284,MYL6,RANBP1,
300,CDK6,CDKN2A,
58,ATP5C1,ATPIF1,
